Company name, Email, Telephne, website
Basem Bin Yassine Al Ghadeer Poultry Est, sales.eggs@alghadeergroup.com, 0556918748, http://www.alghadeergroup.com/
SAUDI CEMENT , shakim@saudicement.com.sa, 0555276892, NaN
Hamdan , hamdan110454@gmail.com, 0500933512, NaN
Saudi German Co for Non Products, sibrahim@sgn.com.sa, 0500524771, http://www.sgn.com.sa
Arab Atlas Co. Ltd, , , http://www.bhge.com
Aliat Taibah Factory for Dates, admin@ataibah.com, 0503686186, http://www.ataibah.com
FAFA ADHESIVE LABELLING INDUSTRY, s.bayat@salmangroup.com, 0591301869, http://www.salmangroup.com
sipchem, tzahwan@sipchem.com, 0555501650, http://www.sipchem.com
El Sindan New Factory For Steel Industries, info@alsandan.com, 0505609389, NaN
REFINED FOOD COMPANY, refco-hr@refco.com.sa, 0503613965, NaN
Jardana Trading Est, jaerdana@gmail.com, 0500444363, NaN
Zad Industrial Company, malaz@saltzad.com, 0506432962, http://www.soldzad.com
United Factory For Electrical Supplies, projects@adwaafactory.com, 0505452285, http://www.United%20-ksa.com
moaath abdulla abdulrehman al rashoodi, moaathalrashoodi.est@gmail.com, 0509099108, NaN
Aluminium products company Alupco, nawal.a@alupco.com, 0500019689, http://www.alupco.com
Al Qaryan Steel Co, jerry.loquias@alqaryan.com, 0567999901, http://www.qaryansteel.com
monsor alarib, mansouralorabi@gmail.com, 0505678658, NaN
kinitec energy factory co, controlling@keksa.com, 0530731310, http://www.keksa.com
Ghadeer Al Khair, hishamak921@gmail.com, 0566091919, NaN
Marahi Veterinary Pharmacy, dmaz1404@gmail.com, 0504404245, NaN
Al Badour Modern Factory For Electrical Industries, albudoor_modern_factory@ymail.com, 0506466161, http://jehanishipping.com/5.htm
Knowledge Technology Trading Est., massoud@kwareict.com, 0505307267, http://www.kwareict.com
El-khayyat Gypsum Company, h@el-khayyat.com, 0504671888, http://www.el-khayyat.com
fulath, ahmed@fulath.com, 0593080490, http://www.fulath.com
Hail Plastic Factory, xbnhamdan@gmail.com, 0547000087, NaN
The Saudi Factory For Environmental Solvents, ayed@gogreensolvents.com, 0509888000, http://www.gogreensolvents.com
Astra Mining Co Ltd, amr.karus@aig.sa, 0533675766, http://www.astramining.sa
Arabian Fiberglass Insulation Co, almoryear@afico.com.sa, 0502733333, http://www.afico.com.sa
مصنع ابتكار التقدم للكماويات, tawselgroup@hotmail.com, 0555909393, NaN
RASHED ALRASHED AND SONS DONALDSON CMPANY LTD, hassan.aloqaily@saudifilter.com, 0565221519, http://www.alrasheddonaldson.com
al seder factory for dates, alaqel.ahmed@gmail.com, 0555524779, NaN
Rakeen Food Trading, i.mousa@saudirakeen.com, 0504191255, http://www.saudirakeen.com
SaudiStone, sfs4646@gmail.com, 0555210310, https://saudistone.com.sa/
Branch of Saudi Bakers Company Ltd., ahmeda@saudi.switzgroup.com, 0560607780, NaN
Naffco Saudi for Fire Fighting Co, eslam.nofal@naffco.com, 0546015288, http://www.naffco.com
Pharma Care Leading Manufacturing Company LTD, noor_alqardhawi@pharmacareksa.com, 0530676590, http://www.pharmacareksa.cim
Chemical Energy Resources, jbreel.alabbad2@halliburton.com, 0543370663, http://www.Halliburton.com
aujan, dayh.takia@aujan.com.sa, 0559162060, http://www.aujan.com.sa
Falcone Plastic Products Factory, gr@falconplastic.com.sa, 0556582237, http://www.falconpalstic.com.sa
Enmasa Co, mohammad@enmasa.net, 0569740443, NaN
filling and packaging alternatives factory  for industry company, qtr050@hotmail.com, 0503268277, NaN
MISSAN, info@misan.com.sa, 0558885800, http://www.misan.com
Pfizer Saudi limited, fahad.aldawood@pfizer.com, 0505284639, NaN
House Of Organic Fertilizers Factory, omar_albalawi79@hotmail.com, 0548333393, http://www.hofforganic.com
Tamimi Energy, womar@al-tamimi.com, 0502021738, http://www.tamimienergy.com
Basic Coffee Company, admin2@ksabcc.com, 0559988453, NaN
Bahrin International Trading and Contracting Co, bictc@outlook.sa, 0501333345, http://www.bic-tc.com
Riadaa Company For Operations And Marketing Services, siraj.idress@riadaa.com, 0592430187, http://www.riadaagroup.com
ALMOATASEM TRADING CORP, al-moatasem@live.com, 0505614409, http://www.almoatasem.sa
Alwefag for Trading and Manufacturing, mmokhtar@alwefag.com, 0596501161, http://www.alwefag.com
Al-Amal Trading  Contracting Co, bwabt_al-aml@hotmail.com, 0541888193, NaN
AL-BARRAK GROUP COMPANY , moustafadem@gmail.com, 0506901326, NaN
Aquat food industries company, admin@aquatfoods.com, 0503361108, http://www.albaik.com
Express Investment Trading Co, info@einvco.com, 0500676542, NaN
alshehili company for metal industries, alshehili@alshehili.com, 0539000851, http://www.alshehili.com
Gulf Ferro Alloys Company SABAYEK, dgm@sabayek.com, 0552232777, http://www.sabayek.com
tanhat mining company limited, gm@tanhatmining.com, 0545512222, NaN
ISMAIL HAMZA GAZZAZ STORE, i.gazzaz@hotmail.com, 0555531125, http://www.ismailgazzaz.com
Ambassador Dates Trading EST , khaled_20.20@hotmail.com, 0550486600, NaN
Ebrahem hasan Ujaimi factory for Rubberpruducts , brhoom1399@hotmail.com, 0502568393, NaN
total Integrative company for building material, samer.dhamesh@tadco-group.com, 0501900803, http://www.tadco-group.com
Global Gulf Stream Co - GGSC, NaN, NaN, http://www.agoil.com.sa
Tamr Almadinah, tamr.almadinah@gmail.com, 0556333900, http://www.medtamr.com
Farabi Petrochemicals, hasoonss@farabipc.com, 0550682545, NaN
Tatweer Factory, gm@fwc.com.sa, 0503757575, NaN
alafiayh, nbi_2005@hotmail.com, 0500025580, NaN
Guardian Industries Co ltd, NaN, NaN, http://www.guardianind.info
NEOP Plastic Factory, sultandajjani@hotmail.com, 0554562255, http://www.neop.com.sa
The United Gulf Factory for Plastic Products Co Ltd, NaN, NaN, http://www.unigulfpvc.com
Jazeera Pharmaceutical Industries , agasem@hikma.com, 0501838692, http://www.hikma.com
ROWAD INTERNATIONAL GEOSYNTHETICS CO LTD, mseeb-111@hotmail.com, 0599222377, NaN
Rafah AL Arabia limited , rafahalarabia@gmail.com, 0505525163, http://www.ral.sa
Al Nafie Steel Co LTD, s.rajab@alnafie-steel.com, 0500126259, http://www.alnafie-steel.com
adawaty for trading est, bjaffal@stc.com.sa, 0502633337, NaN
ROWAD Global PACAKGING , n.aldossary@rowadplastic.com, 0599222377, NaN
Southern Province Cement CO, a.murayt@spcc.com.sa, 0540960666, http://www.spcc.sa
Tagat Alsharq Factory, mohammedalraqqah@hotmail.com, 0502772773, http://tagat.com.sa/
Najd Rocks Co for Marble  Limestone  Granite , info@almuneef.com, 0544443982, http://www.almuneef.com
Travel Mate, khalid.mufeez@travelmate.com.sa, 0503880397, http://www.travelmate.com.sa
the international luggage factory, yahya@omasu.com, 0509988649, NaN
horizon food company, bandar.aljerayed@horizonfoods.com.sa, 0504457678, http://www.horizonfoods.com.sa
ARAM PLASTIC, NaN, NaN, http://www.aram-i.com
Alhejra Dates , omar.raddadi@gmail.com, 0563550888, NaN
Manoah Hamoud Al Balawi Trading Est, fathlin2010@hotmail.com, 0550805027, NaN
Road Technology CO, hazem.refaee@roadtechnologysa.com, 0504461032, http://www.redanational.com
ABRASIVE TECHNOLOGY INDUSTRIES CO, export@ati-gulf.com, 0555070537, http://www.ati-gulf.com
Modern Chemicals and Services Company, amir@mcs-ksa.com, 0556008312, http://www.mcs-ksa.com
The Saudi Holding Company for Converison Industries, waleed.rusheidat@tahweelholding.com.sa, 0555093494, NaN
AZR Technologies, ahmed.harbi@azrtec.com, 0532958886, http://www.azrtec.com
MADAR BUILDING MATERIALS CO, mubarak.hajri@alfozan.com, 0501888822, http://www.madarbm.com
bellato, ijabr@balsharafgroup.com, 0544777498, NaN
Direction Goals, co@directiongoals.com, 0558281444, http://www.directiongoals.com
tweeq dates factory, z0455@hotmail.com, 0550556728, NaN
qamat general contracting company ltd, m.ali@qamat.sa, 0570720250, http://www.qamat.sa
Datella Trading Company, info@datelagroup.com, 0555477300, http://www.datelagroup.com
BINZAGR CORO LTD, nabeel@binzcoro.com, 0500573895, NaN
Tahweel Integrated Company, a.alomran@tahweel.com, 0554489144, http://www.tahweel.com
Al Majwal for Trading and Contracting Company , samman@almajwal.com, 0532690781, http://www.almajwal.com
folath technology for petroleum services, NaN, NaN, NaN
Al Babtain Dates Factory, albabtaindates@gmail.com, 0599683338, NaN
ADFA BLANKET COMPNAY, adfa@carpets.com, 0563295197, http://www.adfa.com
NASSER M ALSULMI SONS LLC, bander@alsulmimotors.com, 0504896686, http://www.alsulmi.net
NATIONAL SPINNING  COMPANY, nsc@carpets.com, 0563295197, http://www.nsc.com
watani iron steel limited co, sufyan@watanisteel.sa, 0557999711, http://www.watanisteel.com
EASTERN TEXTILE COMPANY, ayman@etex.com, 0563295197, http://www.etex.com
Atlas Of Desert , bent.albreka@gmail.com, 0504442151, http://www.atlas-est.com
Bareq AL- Azod Plastic Product Factory, saeed3902011@hotmail.com, 0505287830, NaN
Sure International Technology, trashaid@sure.com.sa, 0505217419, http://www.sure.com.sa
Purity Plastic Facrory, info@purityplastic.com, 0558887926, NaN
Dalil Al Souk Est, , , http://www.dalilalsouk.com
Pioneer of Arabic Food, waleedhaik@gmail.com, 0591013011, http://www.pafco.sa
Your Business Guide Commercial Services, onetarget2000@gmail.com, 0552228694, http://www.hindest.com
Al Rashed Cement Company, danish.zafarali@alrashedcement.com, 0550321263, http://alrashedcement.com
Waterena Factory for Pumps Company , mohammed.alismail@samnan.com.sa, 0555608777, http://www.samnan.com.sa
Universal Building Materials Merchants Company, kj@ubmksa.com, 0500195995, http://www.ubmksa.com
Arabian Ceramics Manufacturing Co, r.katy@arabian-ceramics.com, 0503611870, http://www.arabian-ceramics.com
GLOBAL ADVANCED TRADING CO. LTD, k.refaat@gap-polymers.com, 0540888894, NaN
Saudi Vetonit Company Limited, robert.borja@saveto.com, 0549606532, NaN
ARASCO, m.alrajhi@arasco.com, 0561101240, http://www.arasco.com
ASSEEB PAINT Manufacturing, asseeb5@gmail.com, 0506470193, http://www.asseeb.com
Qassim Sement Co, a-dakheel@qcc.com.sa, 0558855256, http://www.qcc.com.sa
RED SEA CABLES CO, zghazali@rescab.com, 0593000912, http://www.rescab.com
Six Visions, ah.bakri@6v.sa, 0505309783, http://www.6v.sa
Modern Factory for Metal Products, gov@mfsico.com, 0501214108, http://www.mfsico.com
FPC Industrial, ayedm@fpctextile.com, 0554292227, http://www.fpctextile.com
National Metal Manufacturing and Casting Company, NaN, NaN, http://www.maadaniyah.com
Eiradah holding company, fawazfaltwaijri@gmail.com, 0555990000, http://www.Eiradah.com
Majd Al Muayad Factory for Silica Powder , musaad25@gmail.com, 0544152233, http://www.mjmdsilicasand.com
sidc, mowafy@casavia.com.sa, 0555153769, http://www.sidc.com.sa
Orientfateel Trading Establishment, orientfateel@gmail.com, 0505864112, NaN
Al Rushaid Trading Company, ramzi@al-rushaid.com, 0543344402, NaN
Mohamed AbdElazeez alMudihesh Steel Products Co, aminsaberksa@outlook.com, 0550508109, NaN
Bawan wood indust Co, nimer@bawanwood.com, 0555737968, NaN
waha almerifa stationary company, zizosfwat57335733@gmail.com, 0505811564, NaN
SERENE TRADING, sereneksa@gmail.com, 0555313087, NaN
Gulf Chemicals and Industrial Oils Company, rperello@gcir.com.sa, 0502545630, http://www.gcir.com.sa
Mabna Modern Mining Co Ltd, rsaba@mabna.com.sa, 0555592917, NaN
Khyar Albasateen Agricultural Co, khyaralbasateenco@gmail.com, 0504469198, NaN
Balhamer Aluminium Extrusion Factory, mohammed@kabco.sa, 0590533338, http://www.alubex.com
FIRST COPPER COMPANY, turki.alenezi@cscoltd.com, 0507263408, NaN
altasami metal product factory company, muhammadsalem2222@gmail.com, 0541000180, NaN
CO HISHAM  KANAAN AND SULTAN ABU HILAL FOR METAl  PRODUCTION , belal-kanaan1@hotmail.com, 0539383905, NaN
tamasco commercial services office, info@tamasco.sa, 0555762610, http://www.tamasco.sa
Saudi Azzda Est for Medical Services, m_66_sa@hotmail.com, 0505418567, NaN
Aljouf Agriculture Development Company, y.hamdi@aljouf.com.sa, 0598830661, http://www.aljouf.com.sa
HIDADA COMPANY  LIMITED, amalhaj@hidada.com.sa, 0540627777, http://www.hidada.com.sa
Saudi Specialized Products Company Wahaj, aleraifi@wahaj.com.sa, 0503300447, http://www.wahaj.com.sa
Tamimi Air Filter Factory, o.alhuwaimel@tco.com.sa, 0505238951, http://www.tco.com.sa
alshfaa, ammmaaar@gmail.com, 0554567804, http://www.aljawalshop.com
Executive Bridges Company Ltd, k1418@yahoo.com, 0505455378, http://www.exbc.com.sa
AL MAASHI, y6666@hotmail.com, 0595972030, NaN
Mstkbal almajd for  products factory , mohammedshaher55@gmail.com, 0554065802, NaN
kinetic energy factory co, perey@keksa.com, 0530731310, http://www.keksa.com
ASMA METALS , m.alboainen@asma-metals.com.sa, 0500889884, http://www.asma-metals.com.sa
TATRA MANUFACTORY FOR RUGS  UPHOLSTERY TEXTILE, tatrarug@tatratextile.net, 0555450911, NaN
Petrochemicals Power Factory, rtzar@hotmail.com, 0599992916, http://www.smart-power.sa
Saudi Vitrified Clay Pipe CO, saad@svcp-sa.com, 0555333050, http://www.svcp-sa.com
Zimam ElEhtraf , naif.albaidhani@gmail.com, 0505884654, NaN
Gulf Power Distribution Systems company, o.alhuwaimel@gpds.com.sa, 0505238951, http://www.gpds.com.sa
Thouq Investment Factory, NaN, NaN, NaN
UNITED INK PRODUCTION CO LTD, khalid@unitedinksa.com, 0506378007, NaN
oasis lina food food industries, eng.mamdouh@oasislinadates.com, 0567457337, http://www.oasislinadates.com
worldoiltechfektory, fahd@worldoiltech.com, 0566675660, NaN
first elan trading est, azoaoz000@hotmail.com, 0555644765, http://www.firstelangroup.com
castle of dates, samialifarm@gmail.com, 0560005040, http://www.castleofdates.com
albiariq petrochemical industries, a.alghannam@albiariq.com, 0549494000, NaN
marjan factory for fiberglass Co, e_ahmed1976@yahoo.com, 0502885403, http://www.marjangroup.com
RABWAT AL SHARQ TRADING EST, rabwatalsharq@yahoo.com, 0500696333, NaN
Ndih Co for Industry, ndihco@hotmail.com, 0506161148, NaN
Reef Al Nahal, aser1399@hotmail.com, 0542566660, NaN
Deerah products Comp, info@deerah.shop, 0565147625, https://deerah.shop
Alwaleed Plastic Factory, aziz@abahsaingroup.com, 0500588685, NaN
Nukote Arabia Company, salah@nukotearabia.com, 0542112077, http://www.nukotearabia.com
Tadweeer National Environment Recycling  Co, abdullah.almasoud@tadweeer.com, 0556116852, http://www.tadweeer.com
MONTAJAT VETERINARY PHARMACEUTICALS CO LTD, tezzeldin@montajat.biz, 0542343425, http://www.montajat.biz
Arabian Power Electronics Company , abdullah.alajmi@apec.sa.com, 0544090002, http://www.apec.sa.com
my health, alturkim@myhealth-co.com.sa, 0505227220, NaN
HOSA M ALOWIMER PLASTIC FACTORY, mshary9999@hotmail.com, 0505111134, NaN
Quality and excellence for refractory , adnan@qecompanies.com, 0505811424, http://www.qecompanies.com
TRANSPLAST, smr@transplast.net, 0503631339, http://www.transplast.net
Soap Garden, ayad@aldaijy.com, 0505796970, NaN
SURRATI INDUSTRIAL CHEMICAL TRADING EST, enquiry@surratiperfumes.com, 0581793788, NaN
Sweets Fun Est, sweetsfun.sa@gmail.com, 0504303531, http://www.sweetsfun.sa
LANA ALKHALEEJ ALAWAL FOR MEDICEL SUPALEIS, sabr911@hotmail.com, 0595693640, NaN
ksb, a.musa@alkayan-umrah.com, 0544458832, NaN
Amani Aljanoub Factory for Plastic Production , NaN, NaN, http://www.amanialjanoub.com
SOYBEAN CRUSHING CO AND DERIVATIVES, nehal@soyaksa.com, 0569565494, NaN
RTQ FACTORY , azouf_agri@yahoo.com, 0555464846, http://www.rtq.space
Natural house factory for manufacturing co, mr@saudisalti.com, 0559795985, https://www.saudisalti.com
AL REEF SUGAR REFINERY CO, pr.gm@resreco.com, 0534500080, NaN
Nakheel Al Tamouze Dates Organization  , NaN, NaN, NaN
Hamed Alkhammash Dates Factory , info@khammashdates.com.sa, 0554641688, http://www.alkhammashdates.com.sa
Naba Dates Company, ghouthabdullah@gmail.com, 0569069784, http://www.nabadates.com
ZAHO, alarifaj@gmail.com, 0555121604, NaN
TUMOURY FACTORY, goommry@gmail.com, 0552118044, NaN
Seafood Factory For Processing  And Packing, kbaajaj@gmail.com, 0505628062, NaN
ALOMRAN INDUSTRIES and TRADING CO, wael@alomranco.com, 0502884411, http://www.alomranco.com
ARW medical devices and tissue Factory, arw.tissue@gmail.com, 0563448988, NaN
Atyab Al Karam company, diaasaleh@roastmaestro.com, 0548199996, NaN
Mohammed Salem Al-Ojaimi Factory Company Limited, mohammed.daifallah@alojaimi.com, 0568488187, NaN
Nahar For Trading Est, albuhidel@gmail.com, 0540404012, NaN
ALOBAID PLASTIC MANUFACTURERS, info@alobaidgroup.com, 0556499356, http://www.alobaidgroup.com
FACTORY OF AMIANTIT RUBBER, smusheer@amiantit.com, 0500900351, http://www.amiantit.com
Sahari Al Remal, info@almarbaie.com, 0553036361, http://www.almarbaie.com
Aljazirah Dates and Food factory, mjkabir@aljazirahdates.com.sa, 0503905277, http://www.aljazirahdates.com.sa
Ceramic Pipes Company, alialmotlaq@cpc.com.sa, 0555685554, http://www.cpc.com.sa
Ahalalsaraa Group, hr@ahalalsaraa.com, 0505742771, http://www.ahalalsaraa.com
Binzagr Company, aj.alghamdi@bfsa.com.sa, 0553343303, http://www.binzagr.com.sa
NATIONAL MARKETING EST CO LTD, allaudin.shaban@ikkgroup.com, 0505598160, http://www.namat.com
United Biscuits, ali.masraie@pladisglobal.com, 0553279799, http://www.unitedbiscuits.com
TASNEE DS, r.salem@tasnee.com, 0564668835, http://www.tasnee.com/en/Pages/default.aspx
Batook Factory, maher@batook.com, 0508988795, http://www.batook.com
ASIF RAFIQ PLASTIC INDUSTRY, ceo@bladexrazors.com, 0555710662, NaN
Sahara Petrochemicals Co., bilaliak@saharapcc.com, 0556687706, http://www.saharapcc.com/
Ahmed Saed Afifi factory for chemical resins ltd, ahmed@afifi.com.sa, 0553199333, http://www.afifi.com.sa
Saudi Polymers Company LLC - SPCo, hejjiaj@saudichevron.com, 0504850955, http://www.saudipolymers.com/
TASNEE, NaN, NaN, NaN
ALALAMAIN ABRASIVE FACTORY, NaN, NaN, http://www.alalamain.sa
Advanced Petrochemical Company , fahad.alsobiai@advancedpetrochem.com, 0554498877, http://www.advancedpetrochem.com
Farabi Petrochemicals Company, alomairam@farabipc.com, 0550308766, https://www.farabipc.com
surrati c l t, abuzeyad_1408@hotmail.com, 0502009547, http://www.surratiperfumes.com
Zahrat Al Waha for Trading Est, NaN, NaN, http://www.zaoasis.com
BasPlast plastic Factory, e2360571@yahoo.com, 0505617321, http://www.basplast.com
Insulation factory ltd , ghada333@hotmail.com, 0555683562, http://www.insulationf.com
Goody, NaN, NaN, http://www.goody.com.sa
shahia factory formeat products and frozen vegetables, samialharbi34@hotmail.com, 0558256568, http://www.shahia.com.sa
Misyan Plastic Factory, r.tawfiq@misyan.net, 0540940849, http://www.misyan.net
Red impact, osama@hrtexarabia.com, 0582995510, http://www.redimactarabia.com
ARNON PLASTIC INDUSTRIES CO LTD, nawaf@arnon.com.sa, 0503339894, http://www.arnon.com.sa
Fawaz trading establishment, fawaz80@live.com, 0507600078, http://www.ifawaz.com
ALKHODAIR Metal Industries Factory, sales@alkhodair.com, 0506474502, http://alkhodair.com
sorrah foodstuffs, NaN, NaN, http://www.sorrah.sa
AL-ITTEFAQ STEEL PRODUCTS CO, sammi@altuwairqi.com, 0505879185, http://www.altuwairqi.com
Khirat El Saedah for Trading, alhddad1998@gmail.com, 0592922251, http://www.khairat-sa.com
NORTHERN REGION CEMENT COMPANY, yabdulbari@nrc.com.sa, 0560632766, http://www.nrc.com.sa
Branch of Mahmoud Nashar and Partners Nashar Meat Company, mosman@nashar.com, 0565708043, http://www.nashar.com
aljawharia dates factory, al_jawharia@hotmai.com, 0505936604, NaN
Lazeeza Sweets Trading Est, lazeeza.saudia@gmail.com, 05055694714, NaN
ALESAYI BEVERAGE CO LTD, management@alesayidistribution.com, 0540319415, NaN
Alsaif Trading Est, samirhidaya@gmail.com, 0565077234, http://www.alsaifdates.com
Cap House Plastic Factory, y.alassaf@caphouse.com.sa, 0503333637, http://www.caphouse.com.sa
Digital Healthcare Solutions Arabia , ialsanad@dhsarabia.com, 0559338440, NaN
leen alkhair, astsaud1@gmail.com, 0566808806, NaN
abdulazizmuhanatrading est, tomortomor123@yahoo.com, 0533002133, NaN
Al-Jazera Factories for Steel Products Co Ltd, NaN, NaN, http://www.aljazera.com
Preserved plants Est, al_garni@hotmail.com, 0562300400, http://www.arabianplants.com
Alameen Dates Factory, ammarali9010@gmail.com, 0546106104, http://www.alameendates.com
Rapid Building Factory Company, a@rbcc.sa, 0555611622, http://www.rbcc.sa
Abuljadayel Beverages INC, aelboraey@ab.com.sa, 0550204722, http://www.ab.com.sa
WAHAT ALDKA TRADING EST, eyad_halawa@hotmail.com, 0551488077, http://www.aldka.com
Saudi Radwa Food company, abokhari@saudiradwa.com, 0541855305, http://www.saudiradwa.com
EASTER CHEMICALS FACTORY FOR  PETROCHEMICALS, eastern.chemicals@hotmail.com, 0542000084, http://www.eastern.chemicals@hotmail.com
Bab Amjad Trading est, NaN, NaN, NaN
Julyana for trading Est , fahhad@sj.sa, 0505479948, NaN
Herfy Food Services Co, khalid@herfy.com, 0553333397, http://www.herfy.com
Mourina Factory, almazrua.abdullah@gmail.com, 0555447688, http://www.mourinafactory.com
Suhul Alkhaleej Company, aalluhibi@gmail.com, 0509064064, NaN
Napco Composite Film Packaging Technology , NaN, NaN, http://www.napconational.com
Napco Factory of Consumers products - branch of Napco Group, NaN, NaN, http://www.napcogroup.com
Arab Chemists company for Cosmetics and Medical Industries Ltd ACCMI, accmi.ksa@gmail.com, 0566515030, http://www.accmi.co
Ports United for Trading, a.h.sharwani@gmail.com, 0500020714, NaN
zad industries and trading company , ialhazzam.ia@gmail.com, 0506432962, http://www.zad.com
AL JAWDAH CO FOR PLASTIC PIPES , bashirul58@gmail.com, 0506281951, http://www.aljawdahgroup.com
FNOON ALAMRAN INTERNATIONAL COMPANY FOR INDUSTRY, fnoon.co@gmail.com, 0591414311, NaN
mazare company agricultural products ltd co, kh054044@gmail.com, 0540446803, http://www.mazara.sa
Riyadh Carton Factory, a.araik@wataniaind.com, 0505489405, http://www.wataniaind.com
United Coatings Industries Ltd, kaidrees@ucicoat.com, 0502439869, http://www.ucicoat.com
ALP bond- MC bond, k.alsheikh.91@gmail.com, 0597977773, http://www.mc-bond.com
Zamil PLastic Co Ltd, NaN, NaN, http://www.zamilplastic.com
Bitumat Company Ltd, q.saihati@bitumat.com, 0506833118, http://www.bitumat.com
gla altamayuz likhadamat al aemal, mm20161437mm@hotmail.com, 0550320601, NaN
AFAQ ALASASAT Factory , abalmazrua@gmail.com, 0555447688, http://www.afaqa.sa
Rifd Plastics Trading Co  LTD, bander.alrashidi@rifdplastics.com, 0553500563, http://www.rifdplastics.com
United Wire Factroies Co, nhalamir@unitedwires.com.sa, 0505766774, http://www.unitedwires.com.sa
NAMAT ZAMAN FACTORY, namatzaman@gmail.com, 0505354445, http://www.namatzaman.com
Arabian United Float Glass Co, waleedkh@aufgc.com, 0540506111, http://www.aufgc.com
Water Arena Factory for Pumps Company , zakialhaddad78@outlook.com, 0507999945, http://www.samnan.com.sa
RIYADH CABLES GROUP COMPANY  Closed Joint Stock Co, rcgc@riyadh-cables.com, 0503432490, http://www.riyadh-cables.com
Commercial OSos AIasnad COMPANY, ab.alsowaihi@gmail.com, 0503065065, NaN
Smart Technologies Developments, zuhair@fathom-solutions.co, 0565789683, http://www.fathoms.io.com
Labanh Factory for com Trading, hmaadi@alrajhi.sa, 0540000502, http://www.labanh.com
panel, binsaad.99@hotmail.com, 0552224883, NaN
MATTEX GEOSYNTHETIC FACTORY OF JUBAIL  SAUDI COMPANY FOR GEOTEXTILE SOLUTIONS, philippe.g@mattex.com, 0567590151, http://www.mattexgeo.com
AlAmoudi Group and Partners  Co, a.ayash@asalamoudi.com, 0545438614, http://www.asalamoudi.com
Anabeeb Alkawthar For Plastic Industries, NaN, NaN, http://www.alkawthargroup.com
ORJOWAN ALFAN TREADING EST, mohd.orgowan@gmail.com, 0567822125, http://www.orjowan.com.sa
Zahwa International Trading Company, m0570155501@gmail.com, 0550320601, NaN
tank fal, fal@tank-diesel.com, 0550077771, http://www.tank-diesel.com
Abdullah Al Barrak Factory For Plastic Products, m.aslam@albarrakplastic.com, 0502183873, http://www.albarrakplastic.com
SAUDI MATELEC CO FOR INDUSTRIES  LTD, kalshaibany@saudimatelec.com, 0505276593, NaN
Hajor Factory for Food industry , k.alzamil@hajorfood.com, 0565666811, http://www.hajorfood.com
GITEX PAINTS AND CHEMICALS, info@gitexpaints.com, 0551692408, NaN
arzaq, halqahtani@nahaz.com.sa, 0509062216, NaN
Taqarub International Trading company, mohammed.h@taqarub.com, 0551120088, http://www.taqarub.com
Sewalat Aljoudah, abdulaziz.alowfi@gmail.com, 0554335586, NaN
Manna factory for insulated and tempered glass , maintenance.management@al-manna.com, 0569415965, NaN
Pro Cube Communications and Information Technology, salroshod@procube.tech, 0547222321, http://www.procube.tech
Alwasail industrial co, ahmed.a@alwasail.com, 0552969993, http://www.alwasail.com
SAUDI PLASTIC FLASKS FACTORY, eng.majed@saudiflasks.com, 0565105100, NaN
Space Top Co Ltd, NaN, NaN, http://www.spacetop.com.sa/index.php
Jod AlOwael Dates Company, aj@jodates.com, 0505717057, http://www.jodates.com
MAKAMEN ALENJAZ COMPANY LTD, hadi.shomimi@hotmail.com, 0566033320, http://www.vercocenter.com
Hail agriculture development company  , abdullah.altoijry@almarai.com, 0540036334, http://www.almarai.com
Advanced Chemistry Industrial Company, asb@acico.sa, 0538086555, http://www.acico.sa
BENAA STORES  Co Ltd, matajer.albena@gmail.com, 0599977714, http://www.arkanstores.com
Tjara Aloula for Trade Services, adushe@tjarafts.com, 0561086388, http://www.tjarafts.com
amaz, ammars@amaz.sa, 0558600612, http://www.amaz.sa
Lawazym Store, NaN, NaN, http://lawazym.com
Trading Est Abdulltef Awdh salh Albalwi, alrehabalmatqdmh@hotmail.com, 0599609950, NaN
Wahaat AlMunawara, mgain@nm.sa, 0565310250, http://madinamade.com
Ali Hassanaljumeian Trading Est, ali.h.f@hotmail.com, 0560695968, NaN
Asia Plastic Factory, saad@asia-pp.com, 0555220857, http://www.asia-pp.com
Golden Ajwa Trading Complex, golden.ajwa@gmail.com, 0546999911, NaN
technicalseal, s.alhadrami@technicalseal.com.sa, 0535137513, http://www.technicalseal.com.sa
Wefadah international LLC, esa0086@gmail.com, 0590905990, http://www.wefadah.com
Advanced Code company , hhasabo@code.sa, 0540033800, http://www.code.sa
Middle east for machinery company, pro.log.coor@memco.com.sa, 0548809606, http://memco.com.sa/
Bhas group, kaazb4@mst.edu, 0505799474, NaN
Miknan Dates, miknandates@gmail.com, 0567603077, NaN
wide band, fjabrah@gmail.com, 0533586142, NaN
sarem, albalhi@rajhiawqaf.org, 0500611925, http://www.sarem.com.sa
SPRING LEAF CATERING, awz@hotmail.it, 0543339344, NaN
Qoot Alyawm LLC, ahmed.alyawar@qoot.com, 0503426226, http://www.nadiyadates.com
Sanam advance for constructural materials , nafiz@almutlak.com, 0554033107, http://www.almutlak.com
Marsad Lab Tech, marsadlt@gmail.com, 0506914442, NaN
ATTAYER FACTORY CO FOR PLASTIC MEDICAL PRODUCTS AND SUPPLIES, attayerfactory@hotmail.com, 0508958500, http://www.attayerfactory@attayerfactory.com
IRFAN M SAID ATIK TANNING FACTORY, eminatik@atikgroup.com, 0502996452, http://www.atikgroup.com
Marz LLC, almarzogi@marz.sa, 0534040071, http://www.marz.sa
